index,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Coordinates,MonthSale,AgeBuilding,WeekdaySale,Weekend
5014,Preston,31 Belgrove St,3,house,1186000.0,SP,Nelson,2016-05-28,8.8,3072,2.0,1.0,1.0,713.0,83.0,Darebin,-37.7436,145.0191,Northern Metropolitan,14577.0,"-37.7436, 145.0191",5,56.0,5,1
5015,Preston,329 Plenty Rd,3,house,900000.0,VB,Nelson,2016-05-28,8.8,3072,3.0,1.0,2.0,560.0,126.0,Darebin,-37.7418,145.0089,Northern Metropolitan,14577.0,"-37.7418, 145.0089",5,66.0,5,1
5016,Preston,91 Plenty Rd,3,house,800000.0,PI,hockingstuart,2016-05-28,8.8,3072,3.0,1.0,2.0,207.0,126.0,Darebin,-37.7486,145.0039,Northern Metropolitan,14577.0,"-37.7486, 145.0039",5,106.0,5,1
5017,Preston,252 Raglan St,3,house,1030000.0,S,Love,2016-05-28,8.8,3072,3.0,2.0,3.0,427.0,126.0,Darebin,-37.749,145.0051,Northern Metropolitan,14577.0,"-37.749, 145.0051",5,46.0,5,1
5018,Preston,17 Tynan St,4,house,1615000.0,S,Barry,2016-05-28,8.8,3072,3.0,2.0,3.0,890.0,126.0,Darebin,-37.7345,144.9891,Northern Metropolitan,14577.0,"-37.7345, 144.9891",5,46.0,5,1
5019,Preston,25 Watson St,3,house,715000.0,S,Barry,2016-05-28,8.8,3072,2.0,1.0,1.0,467.0,126.0,Darebin,-37.7444,145.014,Northern Metropolitan,14577.0,"-37.7444, 145.014",5,46.0,5,1
5020,Preston,1/28 Carlisle St,2,unit,610000.0,S,Harcourts,2016-08-28,8.8,3072,2.0,1.0,1.0,126.0,79.0,Darebin,-37.7523,145.0091,Northern Metropolitan,14577.0,"-37.7523, 145.0091",8,46.0,6,1
5021,Preston,21 Gillingham St,3,house,1162500.0,S,Nelson,2016-08-28,8.8,3072,3.0,2.0,2.0,463.0,123.0,Darebin,-37.7507,144.9921,Northern Metropolitan,14577.0,"-37.7507, 144.9921",8,96.0,6,1
5022,Preston,62 Leicester St,4,house,1142500.0,S,hockingstuart,2016-08-28,8.8,3072,3.0,1.0,2.0,560.0,160.0,Darebin,-37.743,144.9914,Northern Metropolitan,14577.0,"-37.743, 144.9914",8,46.0,6,1
5023,Preston,140 Murray Rd,3,house,930000.0,SP,Love,2016-08-28,8.8,3072,3.0,1.0,2.0,679.0,143.0,Darebin,-37.7392,145.0163,Northern Metropolitan,14577.0,"-37.7392, 145.0163",8,66.0,6,1
5024,Preston,67 Regent St,3,house,875000.0,S,Nelson,2016-08-28,8.8,3072,3.0,2.0,1.0,650.0,119.0,Darebin,-37.7302,144.998,Northern Metropolitan,14577.0,"-37.7302, 144.998",8,66.0,6,1
5025,Preston,4 Raymond St,4,house,840000.0,PI,hockingstuart,2016-07-30,8.8,3072,4.0,1.0,2.0,390.0,120.0,Darebin,-37.7395,144.9843,Northern Metropolitan,14577.0,"-37.7395, 144.9843",7,66.0,5,1
5026,Preston,4 Stott St,3,house,805000.0,S,Jellis,2016-07-30,8.8,3072,2.0,1.0,2.0,468.0,126.0,Darebin,-37.7479,144.9941,Northern Metropolitan,14577.0,"-37.7479, 144.9941",7,46.0,5,1
5027,Preston,13 The Mews,3,house,750000.0,PI,hockingstuart,2016-07-30,8.8,3072,3.0,3.0,2.0,0.0,127.0,Darebin,-37.75,144.9846,Northern Metropolitan,14577.0,"-37.75, 144.9846",7,11.0,5,1
5028,Preston,171 Tyler St,4,house,750000.0,PI,Barry,2016-07-30,8.8,3072,3.0,2.0,2.0,500.0,150.0,Darebin,-37.732,145.0209,Northern Metropolitan,14577.0,"-37.732, 145.0209",7,66.0,5,1
5029,Reservoir,1/21 Dumbarton St,3,unit,475000.0,S,Ray,2016-09-03,11.2,3073,3.0,1.0,1.0,191.0,107.0,Darebin,-37.7019,145.0256,Northern Metropolitan,21650.0,"-37.7019, 145.0256",9,26.0,5,1
5030,Reservoir,1/147 Purinuan Rd,2,unit,415000.0,PI,Ray,2016-09-03,11.2,3073,2.0,1.0,1.0,189.0,84.0,Darebin,-37.708,145.0181,Northern Metropolitan,21650.0,"-37.708, 145.0181",9,4.0,5,1
5031,Reservoir,30 Ashton St,3,house,731000.0,S,Barry,2016-12-03,11.2,3073,3.0,1.0,2.0,779.0,138.0,Darebin,-37.7292,145.0214,Northern Metropolitan,21650.0,"-37.7292, 145.0214",12,66.0,5,1
5032,Reservoir,2/20 Crookston Rd,2,unit,352000.0,SP,Barry,2016-12-03,11.2,3073,2.0,1.0,1.0,117.0,62.0,Darebin,-37.7101,145.0223,Northern Metropolitan,21650.0,"-37.7101, 145.0223",12,4.0,5,1
5033,Reservoir,19 Drysdale St,3,house,723000.0,S,Ray,2016-12-03,11.2,3073,3.0,1.0,1.0,535.0,86.0,Darebin,-37.7299,145.0242,Northern Metropolitan,21650.0,"-37.7299, 145.0242",12,66.0,5,1
5034,Reservoir,8/211 Edwardes St,2,unit,336000.0,S,Stockdale,2016-12-03,11.2,3073,2.0,1.0,1.0,99.0,67.0,Darebin,-37.7166,144.9911,Northern Metropolitan,21650.0,"-37.7166, 144.9911",12,46.0,5,1
5035,Reservoir,53 Fordham Rd,3,house,685000.0,S,Nelson,2016-12-03,11.2,3073,3.0,1.0,1.0,1262.0,85.0,Darebin,-37.7139,145.0215,Northern Metropolitan,21650.0,"-37.7139, 145.0215",12,61.0,5,1
5036,Reservoir,1/72 Purinuan Rd,3,townhouse,620000.0,S,RW,2016-12-03,11.2,3073,3.0,2.0,2.0,207.0,126.0,Darebin,-37.7086,145.0251,Northern Metropolitan,21650.0,"-37.7086, 145.0251",12,10.0,5,1
5037,Reservoir,10 Ryan St,3,house,620000.0,PI,Barry,2016-12-03,11.2,3073,3.0,1.0,2.0,762.0,126.0,Darebin,-37.7021,144.9985,Northern Metropolitan,21650.0,"-37.7021, 144.9985",12,46.0,5,1
5038,Reservoir,19 Wilkinson St,3,house,1025000.0,S,hockingstuart,2016-12-03,11.2,3073,3.0,2.0,2.0,676.0,272.0,Darebin,-37.7262,145.0177,Northern Metropolitan,21650.0,"-37.7262, 145.0177",12,66.0,5,1
5039,Reservoir,2/16 Cheddar Rd,2,townhouse,490000.0,S,Nelson,2017-03-04,11.2,3073,2.0,1.0,1.0,91.0,84.0,Darebin,-37.713,145.0108,Northern Metropolitan,21650.0,"-37.713, 145.0108",3,3.0,5,1
5040,Reservoir,686 High St,3,house,805000.0,S,Barry,2017-03-04,11.2,3073,3.0,1.0,2.0,227.0,118.0,Darebin,-37.7286,145.0059,Northern Metropolitan,21650.0,"-37.7286, 145.0059",3,87.0,5,1
5041,Reservoir,40 Hughes Pde,4,house,770000.0,S,Love,2017-03-04,11.2,3073,4.0,1.0,2.0,855.0,126.0,Darebin,-37.6997,145.0043,Northern Metropolitan,21650.0,"-37.6997, 145.0043",3,47.0,5,1
5042,Reservoir,2/16 Odowd St,3,unit,645000.0,S,Nelson,2017-03-04,11.2,3073,3.0,1.0,2.0,280.0,126.0,Darebin,-37.7183,145.0164,Northern Metropolitan,21650.0,"-37.7183, 145.0164",3,15.0,5,1
5043,Reservoir,31 Powell St,3,house,1005000.0,S,Harcourts,2017-03-04,11.2,3073,3.0,2.0,4.0,466.0,467.0,Darebin,-37.7266,145.0004,Northern Metropolitan,21650.0,"-37.7266, 145.0004",3,87.0,5,1
5044,Reservoir,5 Queen St,2,house,931000.0,S,Barry,2017-03-04,11.2,3073,2.0,1.0,1.0,487.0,126.0,Darebin,-37.7279,145.0136,Northern Metropolitan,21650.0,"-37.7279, 145.0136",3,47.0,5,1
5045,Reservoir,15 Rodman St,2,house,810000.0,S,Barry,2017-03-04,11.2,3073,2.0,1.0,2.0,950.0,126.0,Darebin,-37.702,145.0071,Northern Metropolitan,21650.0,"-37.702, 145.0071",3,47.0,5,1
5046,Reservoir,17 Odowd St,2,house,535000.0,S,Ray,2016-06-04,11.2,3073,2.0,1.0,1.0,234.0,92.0,Darebin,-37.7182,145.0161,Northern Metropolitan,21650.0,"-37.7182, 145.0161",6,2.0,5,1
5047,Reservoir,3 Xavier Gr,3,house,920000.0,S,Nelson,2016-06-04,11.2,3073,3.0,2.0,2.0,623.0,126.0,Darebin,-37.7276,145.0165,Northern Metropolitan,21650.0,"-37.7276, 145.0165",6,46.0,5,1
5048,Reservoir,57 Barry St,3,house,800000.0,S,Barry,2016-08-06,11.2,3073,3.0,1.0,5.0,4679.0,170.0,Darebin,-37.7093,145.0012,Northern Metropolitan,21650.0,"-37.7093, 145.0012",8,41.0,5,1
5049,Reservoir,29 Dredge St,3,house,510000.0,PI,Barry,2016-08-06,11.2,3073,3.0,1.0,2.0,543.0,135.0,Darebin,-37.6946,144.9962,Northern Metropolitan,21650.0,"-37.6946, 144.9962",8,51.0,5,1
5050,Reservoir,86 Hickford St,3,house,651000.0,SP,Ray,2016-08-06,11.2,3073,3.0,2.0,3.0,649.0,114.0,Darebin,-37.705,145.0216,Northern Metropolitan,21650.0,"-37.705, 145.0216",8,66.0,5,1
5051,Reservoir,10 Zinnia St,3,house,502500.0,S,Ray,2016-08-06,11.2,3073,2.0,1.0,2.0,491.0,126.0,Darebin,-37.7152,144.9823,Northern Metropolitan,21650.0,"-37.7152, 144.9823",8,46.0,5,1
5052,Reservoir,197 Albert St,2,house,365000.0,PI,Barry,2016-05-07,11.2,3073,2.0,1.0,1.0,360.0,83.0,Darebin,-37.7273,145.0254,Northern Metropolitan,21650.0,"-37.7273, 145.0254",5,56.0,5,1
5053,Reservoir,3/38 Barton St,2,unit,405000.0,S,Barry,2016-05-07,11.2,3073,2.0,1.0,1.0,171.0,94.0,Darebin,-37.711,145.0027,Northern Metropolitan,21650.0,"-37.711, 145.0027",5,7.0,5,1
5054,Reservoir,40b Drysdale St,3,townhouse,620500.0,S,Nelson,2016-05-07,11.2,3073,3.0,2.0,1.0,158.0,117.0,Darebin,-37.7293,145.0216,Northern Metropolitan,21650.0,"-37.7293, 145.0216",5,5.0,5,1
5055,Reservoir,28 Gloucester St,3,house,730000.0,S,Nelson,2016-05-07,11.2,3073,2.0,1.0,1.0,546.0,126.0,Darebin,-37.721,144.9967,Northern Metropolitan,21650.0,"-37.721, 144.9967",5,46.0,5,1
5056,Reservoir,1/40 Godley St,1,house,260000.0,PI,hockingstuart,2016-05-07,11.2,3073,1.0,1.0,1.0,141.0,80.0,Darebin,-37.7025,144.9887,Northern Metropolitan,21650.0,"-37.7025, 144.9887",5,16.0,5,1
5057,Reservoir,16 Kinsale St,3,house,665000.0,S,Nelson,2016-05-07,11.2,3073,3.0,1.0,4.0,503.0,126.0,Darebin,-37.7226,144.9953,Northern Metropolitan,21650.0,"-37.7226, 144.9953",5,46.0,5,1
5058,Reservoir,1/1 Leamington St,3,house,625000.0,PI,Barry,2016-05-07,11.2,3073,3.0,2.0,1.0,267.0,186.0,Darebin,-37.7132,145.0075,Northern Metropolitan,21650.0,"-37.7132, 145.0075",5,13.0,5,1
5059,Reservoir,4/134 McMahon Rd,2,unit,357500.0,S,Ray,2016-05-07,11.2,3073,2.0,1.0,1.0,129.0,126.0,Darebin,-37.7099,145.0131,Northern Metropolitan,21650.0,"-37.7099, 145.0131",5,46.0,5,1
5060,Reservoir,4/1 Ashley St,2,unit,427500.0,S,Love,2016-11-07,11.2,3073,2.0,1.0,1.0,146.0,84.0,Darebin,-37.719,145.0014,Northern Metropolitan,21650.0,"-37.719, 145.0014",11,36.0,0,0
5061,Reservoir,5 Bluebell Pl,4,house,851000.0,S,hockingstuart,2016-11-07,11.2,3073,4.0,2.0,2.0,581.0,244.0,Darebin,-37.6926,144.9861,Northern Metropolitan,21650.0,"-37.6926, 144.9861",11,10.0,0,0
5062,Reservoir,41 Cameron St,3,house,998000.0,S,Nelson,2016-11-07,11.2,3073,3.0,2.0,3.0,479.0,153.0,Darebin,-37.7271,144.9968,Northern Metropolitan,21650.0,"-37.7271, 144.9968",11,66.0,0,0
5063,Reservoir,39 Kinsale St,4,house,1030000.0,S,McGrath,2016-11-07,11.2,3073,4.0,2.0,3.0,630.0,190.0,Darebin,-37.721,144.9952,Northern Metropolitan,21650.0,"-37.721, 144.9952",11,81.0,0,0
5064,Reservoir,1/33 McComas St,2,house,498000.0,S,Barry,2016-11-07,11.2,3073,2.0,1.0,3.0,310.0,126.0,Darebin,-37.7288,145.0224,Northern Metropolitan,21650.0,"-37.7288, 145.0224",11,46.0,0,0
5065,Reservoir,1/40 McComas St,2,unit,410000.0,S,Love,2016-11-07,11.2,3073,2.0,1.0,1.0,180.0,61.0,Darebin,-37.7283,145.0207,Northern Metropolitan,21650.0,"-37.7283, 145.0207",11,12.0,0,0
5066,Reservoir,3/36 Myrtle Gr,2,unit,450000.0,S,Nelson,2016-11-07,11.2,3073,2.0,1.0,1.0,95.0,126.0,Darebin,-37.7283,144.9991,Northern Metropolitan,21650.0,"-37.7283, 144.9991",11,46.0,0,0
5067,Reservoir,4/7 Oconnor St,1,unit,341000.0,PI,Ray,2016-11-07,11.2,3073,1.0,1.0,1.0,125.0,126.0,Darebin,-37.711,145.0052,Northern Metropolitan,21650.0,"-37.711, 145.0052",11,46.0,0,0
5068,Reservoir,14/696 Plenty Rd,2,unit,270000.0,VB,hockingstuart,2016-11-07,11.2,3073,2.0,1.0,1.0,0.0,126.0,Darebin,-37.7304,145.0158,Northern Metropolitan,21650.0,"-37.7304, 145.0158",11,46.0,0,0
5069,Reservoir,69 Powell St,3,house,900000.0,S,hockingstuart,2016-11-07,11.2,3073,3.0,2.0,2.0,634.0,126.0,Darebin,-37.7262,144.997,Northern Metropolitan,21650.0,"-37.7262, 144.997",11,46.0,0,0
5070,Reservoir,1/3 Boldrewood Pde,3,house,500000.0,PI,Love,2016-10-08,11.2,3073,3.0,1.0,1.0,320.0,126.0,Darebin,-37.7248,145.023,Northern Metropolitan,21650.0,"-37.7248, 145.023",10,46.0,5,1
5071,Reservoir,13 Crawley St,4,house,1015000.0,S,Barry,2016-10-08,11.2,3073,4.0,1.0,1.0,518.0,135.0,Darebin,-37.726,145.0044,Northern Metropolitan,21650.0,"-37.726, 145.0044",10,96.0,5,1
5072,Reservoir,193 Edwardes St,3,house,915000.0,S,Ray,2016-10-08,11.2,3073,3.0,3.0,2.0,618.0,153.0,Darebin,-37.7154,144.9962,Northern Metropolitan,21650.0,"-37.7154, 144.9962",10,56.0,5,1
5073,Reservoir,66 Elinda Pl,2,house,380000.0,S,Alexkarbon,2016-10-08,11.2,3073,2.0,1.0,1.0,159.0,126.0,Darebin,-37.6998,145.0248,Northern Metropolitan,21650.0,"-37.6998, 145.0248",10,26.0,5,1
5074,Reservoir,1a Fordham Rd,2,unit,468000.0,S,Ray,2016-10-08,11.2,3073,3.0,2.0,2.0,234.0,126.0,Darebin,-37.7172,145.016,Northern Metropolitan,21650.0,"-37.7172, 145.016",10,46.0,5,1
5075,Reservoir,15 George St,3,house,800000.0,S,Barry,2016-10-08,11.2,3073,3.0,1.0,2.0,570.0,126.0,Darebin,-37.718,144.9999,Northern Metropolitan,21650.0,"-37.718, 144.9999",10,66.0,5,1
5076,Reservoir,4/60 Henty St,2,unit,380000.0,S,Nelson,2016-10-08,11.2,3073,2.0,1.0,1.0,149.0,70.0,Darebin,-37.7177,144.9917,Northern Metropolitan,21650.0,"-37.7177, 144.9917",10,36.0,5,1
5077,Reservoir,91 Henty St,3,house,600000.0,S,Nelson,2016-10-08,11.2,3073,3.0,1.0,1.0,370.0,126.0,Darebin,-37.719,144.9971,Northern Metropolitan,21650.0,"-37.719, 144.9971",10,46.0,5,1
5078,Reservoir,6/137 Hickford St,3,townhouse,530000.0,PI,Nelson,2016-10-08,11.2,3073,3.0,2.0,1.0,229.0,130.0,Darebin,-37.7036,145.0145,Northern Metropolitan,21650.0,"-37.7036, 145.0145",10,8.0,5,1
5079,Reservoir,3/14 MacK St,3,townhouse,592000.0,S,Ray,2016-10-08,11.2,3073,3.0,1.0,1.0,270.0,160.0,Darebin,-37.702,145.0148,Northern Metropolitan,21650.0,"-37.702, 145.0148",10,0.0,5,1
5080,Reservoir,11a Oconnor St,2,house,611000.0,S,Barry,2016-10-08,11.2,3073,2.0,1.0,2.0,379.0,126.0,Darebin,-37.7108,145.0048,Northern Metropolitan,21650.0,"-37.7108, 145.0048",10,46.0,5,1
5081,Reservoir,2/102 Rathcown Rd,2,unit,440000.0,SP,Ray,2016-10-08,11.2,3073,2.0,1.0,2.0,132.0,83.0,Darebin,-37.709,145.0219,Northern Metropolitan,21650.0,"-37.709, 145.0219",10,36.0,5,1
5082,Reservoir,3 Colthur St,3,house,650000.0,SP,Nelson,2016-09-10,11.2,3073,3.0,1.0,3.0,620.0,114.0,Darebin,-37.7099,144.9938,Northern Metropolitan,21650.0,"-37.7099, 144.9938",9,56.0,5,1
5083,Reservoir,6/13 Fyfe St,2,townhouse,416000.0,S,Ray,2016-09-10,11.2,3073,2.0,1.0,1.0,159.0,70.0,Darebin,-37.7059,145.0115,Northern Metropolitan,21650.0,"-37.7059, 145.0115",9,16.0,5,1
5084,Reservoir,15 Glenvale Rd,3,house,610000.0,VB,Barry,2016-09-10,11.2,3073,3.0,1.0,2.0,492.0,126.0,Darebin,-37.7205,144.9872,Northern Metropolitan,21650.0,"-37.7205, 144.9872",9,46.0,5,1
5085,Reservoir,43 Gloucester St,3,house,890000.0,S,Barry,2016-09-10,11.2,3073,3.0,2.0,2.0,634.0,126.0,Darebin,-37.7199,144.9965,Northern Metropolitan,21650.0,"-37.7199, 144.9965",9,46.0,5,1
5086,Reservoir,6/833 High St,3,unit,301000.0,SP,Barry,2016-09-10,11.2,3073,3.0,1.0,1.0,0.0,63.0,Darebin,-37.7272,145.0057,Northern Metropolitan,21650.0,"-37.7272, 145.0057",9,46.0,5,1
5087,Reservoir,43 Kingsley Rd,3,house,865000.0,S,Nelson,2016-09-10,11.2,3073,2.0,1.0,3.0,560.0,110.0,Darebin,-37.721,144.9885,Northern Metropolitan,21650.0,"-37.721, 144.9885",9,66.0,5,1
5088,Reservoir,3/16 McComas St,2,unit,436000.0,S,Barry,2016-09-10,11.2,3073,2.0,1.0,1.0,140.0,126.0,Darebin,-37.7285,145.0242,Northern Metropolitan,21650.0,"-37.7285, 145.0242",9,5.0,5,1
5089,Reservoir,104 Royal Pde,4,house,650000.0,PI,Ray,2016-09-10,11.2,3073,4.0,1.0,2.0,650.0,126.0,Darebin,-37.7126,145.015,Northern Metropolitan,21650.0,"-37.7126, 145.015",9,51.0,5,1
5090,Reservoir,7/47 Storey Rd,2,unit,432000.0,S,Love,2016-09-10,11.2,3073,2.0,1.0,1.0,137.0,126.0,Darebin,-37.7241,145.0114,Northern Metropolitan,21650.0,"-37.7241, 145.0114",9,46.0,5,1
5091,Reservoir,96 Whitelaw St,3,house,650000.0,PI,Ray,2016-09-10,11.2,3073,3.0,1.0,1.0,700.0,98.0,Darebin,-37.7125,145.02200000000005,Northern Metropolitan,21650.0,"-37.7125, 145.022",9,66.0,5,1
5092,Reservoir,65 Barry St,2,house,836000.0,S,Love,2016-12-10,11.2,3073,2.0,1.0,3.0,821.0,126.0,Darebin,-37.7093,145.0006,Northern Metropolitan,21650.0,"-37.7093, 145.0006",12,46.0,5,1
5093,Reservoir,3/66 Darebin Bvd,2,unit,401000.0,S,Darren,2016-12-10,11.2,3073,2.0,1.0,1.0,184.0,77.0,Darebin,-37.7043,145.0277,Northern Metropolitan,21650.0,"-37.7043, 145.0277",12,51.0,5,1
5094,Reservoir,34 Drysdale St,2,house,635000.0,PI,Barry,2016-12-10,11.2,3073,2.0,1.0,1.0,608.0,126.0,Darebin,-37.7293,145.0224,Northern Metropolitan,21650.0,"-37.7293, 145.0224",12,46.0,5,1
5095,Reservoir,1/35 George St,2,unit,491000.0,S,Love,2016-12-10,11.2,3073,2.0,1.0,1.0,168.0,93.0,Darebin,-37.7167,145.0001,Northern Metropolitan,21650.0,"-37.7167, 145.0001",12,46.0,5,1
5096,Reservoir,5/2 Griffiths St,2,unit,420000.0,S,Harcourts,2016-12-10,11.2,3073,2.0,1.0,0.0,207.0,126.0,Darebin,-37.7145,144.9962,Northern Metropolitan,21650.0,"-37.7145, 144.9962",12,46.0,5,1
5097,Reservoir,3 Hillcroft St,3,house,810000.0,SP,Nelson,2016-12-10,11.2,3073,3.0,1.0,2.0,564.0,558.0,Darebin,-37.7196,144.9899,Northern Metropolitan,21650.0,"-37.7196, 144.9899",12,56.0,5,1
5098,Reservoir,9 Howard St,3,house,780000.0,S,Love,2016-12-10,11.2,3073,3.0,1.0,2.0,457.0,126.0,Darebin,-37.7199,145.0155,Northern Metropolitan,21650.0,"-37.7199, 145.0155",12,46.0,5,1
5099,Reservoir,2/66 Pine St,2,unit,520000.0,S,Love,2016-12-10,11.2,3073,2.0,1.0,1.0,135.0,126.0,Darebin,-37.7181,144.9985,Northern Metropolitan,21650.0,"-37.7181, 144.9985",12,36.0,5,1
5100,Reservoir,23 Tovey St,3,house,660000.0,PI,Barry,2016-12-10,11.2,3073,3.0,1.0,1.0,754.0,126.0,Darebin,-37.7009,144.999,Northern Metropolitan,21650.0,"-37.7009, 144.999",12,46.0,5,1
5101,Reservoir,2/953 High St,2,house,555000.0,S,Nelson,2017-02-11,11.2,3073,2.0,1.0,2.0,229.0,92.0,Darebin,-37.71,145.0082,Northern Metropolitan,21650.0,"-37.71, 145.0082",2,47.0,5,1
5102,Reservoir,2/89 Purinuan Rd,2,townhouse,350000.0,S,Nelson,2017-02-11,11.2,3073,2.0,1.0,1.0,0.0,72.0,Darebin,-37.7091,145.0255,Northern Metropolitan,21650.0,"-37.7091, 145.0255",2,1.0,5,1
5103,Reservoir,2/116 Summerhill Rd,3,house,540000.0,PI,Ray,2017-02-11,11.2,3073,3.0,2.0,2.0,215.0,146.0,Darebin,-37.7257,145.0243,Northern Metropolitan,21650.0,"-37.7257, 145.0243",2,14.0,5,1
5104,Reservoir,1/5 Box St,3,townhouse,678000.0,S,RW,2017-03-11,11.2,3073,3.0,2.0,1.0,230.0,126.0,Darebin,-37.7077,145.0211,Northern Metropolitan,21650.0,"-37.7077, 145.0211",3,8.0,5,1
5105,Reservoir,146 North Rd,3,house,812000.0,S,Ray,2016-06-12,11.2,3073,3.0,1.0,2.0,696.0,126.0,Darebin,-37.7223,145.0126,Northern Metropolitan,21650.0,"-37.7223, 145.0126",6,66.0,6,1
5106,Reservoir,31 Rathcown Rd,3,house,682000.0,SP,Barry,2016-06-12,11.2,3073,3.0,1.0,1.0,750.0,103.0,Darebin,-37.7107,145.0317,Northern Metropolitan,21650.0,"-37.7107, 145.0317",6,46.0,6,1
5107,Reservoir,2/33 Ashley St,2,townhouse,380000.0,PI,Barry,2016-11-12,11.2,3073,2.0,1.0,1.0,83.0,85.0,Darebin,-37.7171,145.0019,Northern Metropolitan,21650.0,"-37.7171, 145.0019",11,6.0,5,1
5108,Reservoir,3/18 Bedford St,1,unit,350000.0,SP,Harcourts,2016-11-12,11.2,3073,1.0,1.0,2.0,96.0,45.0,Darebin,-37.7175,145.0081,Northern Metropolitan,21650.0,"-37.7175, 145.0081",11,7.0,5,1
5109,Reservoir,8 Bedwell St,4,house,750000.0,PI,Ray,2016-11-12,11.2,3073,4.0,2.0,4.0,820.0,197.0,Darebin,-37.6945,144.99200000000005,Northern Metropolitan,21650.0,"-37.6945, 144.992",11,51.0,5,1
5110,Reservoir,3/41 Fordham Rd,2,townhouse,495000.0,S,Nelson,2016-11-12,11.2,3073,2.0,1.0,1.0,96.0,73.0,Darebin,-37.7139,145.0198,Northern Metropolitan,21650.0,"-37.7139, 145.0198",11,3.0,5,1
5111,Reservoir,18 Frankston St,2,house,644000.0,S,Barry,2016-11-12,11.2,3073,2.0,1.0,2.0,455.0,126.0,Darebin,-37.7246,144.9995,Northern Metropolitan,21650.0,"-37.7246, 144.9995",11,76.0,5,1
5112,Reservoir,30 Godley St,4,house,895500.0,S,Barry,2016-11-12,11.2,3073,4.0,2.0,4.0,864.0,126.0,Darebin,-37.7034,144.9886,Northern Metropolitan,21650.0,"-37.7034, 144.9886",11,46.0,5,1
5113,Reservoir,1/65 Keon Pde,3,unit,500000.0,S,Ray,2016-11-12,11.2,3073,3.0,1.0,1.0,359.0,109.0,Darebin,-37.6957,145.0161,Northern Metropolitan,21650.0,"-37.6957, 145.0161",11,56.0,5,1
5114,Reservoir,24 Livingstone St,3,house,940000.0,S,Nelson,2016-11-12,11.2,3073,3.0,1.0,2.0,756.0,126.0,Darebin,-37.7249,144.9854,Northern Metropolitan,21650.0,"-37.7249, 144.9854",11,46.0,5,1
5115,Reservoir,97 North Rd,2,house,755000.0,S,Nelson,2016-11-12,11.2,3073,2.0,1.0,2.0,0.0,126.0,Darebin,-37.7231,145.0168,Northern Metropolitan,21650.0,"-37.7231, 145.0168",11,46.0,5,1
5116,Reservoir,3/68 Northernhay St,2,townhouse,568000.0,S,Ray,2016-11-12,11.2,3073,2.0,1.0,1.0,120.0,126.0,Darebin,-37.7239,145.0083,Northern Metropolitan,21650.0,"-37.7239, 145.0083",11,46.0,5,1
5117,Reservoir,4/62 St Vigeons Rd,2,unit,350000.0,PI,Barry,2016-11-12,11.2,3073,2.0,1.0,1.0,102.0,67.0,Darebin,-37.7064,145.0264,Northern Metropolitan,21650.0,"-37.7064, 145.0264",11,46.0,5,1
5118,Reservoir,3/14 Aberdeen St,2,unit,452000.0,S,Nelson,2016-08-13,11.2,3073,2.0,1.0,1.0,0.0,126.0,Darebin,-37.703,145.0201,Northern Metropolitan,21650.0,"-37.703, 145.0201",8,46.0,5,1
5119,Reservoir,9/99 Barton St,2,unit,335000.0,SP,Love,2016-08-13,11.2,3073,2.0,1.0,1.0,0.0,54.0,Darebin,-37.7112,144.9989,Northern Metropolitan,21650.0,"-37.7112, 144.9989",8,4.0,5,1
5120,Reservoir,7 Caddy Ct,3,house,585000.0,S,Barry,2016-08-13,11.2,3073,3.0,1.0,3.0,620.0,126.0,Darebin,-37.7293,145.032,Northern Metropolitan,21650.0,"-37.7293, 145.032",8,46.0,5,1
5121,Reservoir,2/7 Mattea Ct,2,unit,360000.0,PI,Barry,2016-08-13,11.2,3073,2.0,1.0,1.0,139.0,126.0,Darebin,-37.7327,145.0347,Northern Metropolitan,21650.0,"-37.7327, 145.0347",8,46.0,5,1
5122,Reservoir,3/7 Mattea Ct,2,unit,380000.0,PI,Barry,2016-08-13,11.2,3073,2.0,1.0,1.0,220.0,126.0,Darebin,-37.7327,145.0347,Northern Metropolitan,21650.0,"-37.7327, 145.0347",8,5.0,5,1
5123,Reservoir,12 Nisbett St,3,house,546000.0,S,Barry,2016-08-13,11.2,3073,3.0,1.0,2.0,592.0,84.0,Darebin,-37.728,145.0352,Northern Metropolitan,21650.0,"-37.728, 145.0352",8,56.0,5,1
5124,Reservoir,1/73 Purinuan Rd,3,unit,400000.0,PI,Ray,2016-08-13,11.2,3073,3.0,1.0,1.0,172.0,97.0,Darebin,-37.7092,145.0274,Northern Metropolitan,21650.0,"-37.7092, 145.0274",8,46.0,5,1
5125,Reservoir,249 Spring St,4,house,1700000.0,S,Barry,2016-08-13,11.2,3073,4.0,2.0,4.0,601.0,126.0,Darebin,-37.7176,145.0058,Northern Metropolitan,21650.0,"-37.7176, 145.0058",8,46.0,5,1
5126,Reservoir,28 Black St,3,house,592500.0,S,Ray,2016-05-14,11.2,3073,3.0,2.0,1.0,215.0,126.0,Darebin,-37.7094,145.0204,Northern Metropolitan,21650.0,"-37.7094, 145.0204",5,46.0,5,1
